RecordingDate,Liturgical Year,Week Number,PrimaryLiturgicalTitle
9/4/2044,Year A,42,Thirteenth Sunday after Pentecost
9/11/2044,Year A,43,Fourteenth Sunday after Pentecost
9/18/2044,Year A,44,Fifteenth Sunday after Pentecost
9/25/2044,Year A,45,Sixteenth Sunday after Pentecost
10/2/2044,Year A,46,Seventeenth Sunday after Pentecost
10/9/2044,Year A,47,Eighteenth Sunday after Pentecost
10/16/2044,Year A,48,Nineteenth Sunday after Pentecost
10/23/2044,Year A,49,Twentieth Sunday after Pentecost
10/30/2044,Year A,50,Twenty-first Sunday after Pentecost
11/6/2044,Year A,51,All Saints Day
11/13/2044,Year A,52,Twenty-third Sunday after Pentecost
11/20/2044,Year A,53,Twenty-fourth Sunday after Pentecost
11/27/2044,Year B,1,First Sunday of Advent
12/4/2044,Year B,2,Second Sunday of Advent
12/11/2044,Year B,3,Third Sunday of Advent
12/18/2044,Year B,4,Fourth Sunday of Advent
12/25/2044,Year B,5,Christmas Day
1/1/2045,Year B,6,First Sunday of Christmas
1/8/2045,Year B,7,Baptism of Our Lord
1/15/2045,Year B,8,Second Sunday after Epiphany
1/22/2045,Year B,9,Third Sunday after Epiphany
1/29/2045,Year B,10,Fourth Sunday after Epiphany
2/5/2045,Year B,11,Fifth Sunday after Epiphany
2/12/2045,Year B,12,Sixth Sunday after Epiphany
2/19/2045,Year B,13,Seventh Sunday after Epiphany
2/26/2045,Year B,14,First Sunday in Lent
3/5/2045,Year B,15,Second Sunday in Lent
3/12/2045,Year B,16,Third Sunday in Lent
3/19/2045,Year B,17,Fourth Sunday in Lent
3/26/2045,Year B,18,Fifth Sunday in Lent
4/2/2045,Year B,19,Sixth Sunday in Lent
4/9/2045,Year B,20,Resurrection of Our Lord
4/16/2045,Year B,21,Third Sunday of Easter
4/23/2045,Year B,22,Fourth Sunday of Easter
4/30/2045,Year B,23,Fifth Sunday of Easter
5/7/2045,Year B,24,Sixth Sunday of Easter
5/14/2045,Year B,25,Seventh Sunday of Easter
5/21/2045,Year B,26,Eighth Sunday of Easter
5/28/2045,Year B,27,Day of Pentecost
6/4/2045,Year B,28,The Holy Trinity
6/11/2045,Year B,29,Second Sunday after Pentecost
6/18/2045,Year B,30,Third Sunday after Pentecost
6/25/2045,Year B,31,Fourth Sunday after Pentecost
7/2/2045,Year B,32,Fifth Sunday after Pentecost
7/9/2045,Year B,33,Sixth Sunday after Pentecost
7/16/2045,Year B,34,Seventh Sunday after Pentecost
7/23/2045,Year B,35,Eighth Sunday after Pentecost
7/30/2045,Year B,36,Ninth Sunday after Pentecost
8/6/2045,Year B,37,Tenth Sunday after Pentecost
8/13/2045,Year B,38,Eleventh Sunday after Pentecost
8/20/2045,Year B,39,Twelfth Sunday after Pentecost
8/27/2045,Year B,40,Thirteenth Sunday after Pentecost
9/3/2045,Year B,41,Fourteenth Sunday after Pentecost
9/10/2045,Year B,42,Fifteenth Sunday after Pentecost
9/17/2045,Year B,43,Sixteenth Sunday after Pentecost
9/24/2045,Year B,44,Seventeenth Sunday after Pentecost
10/1/2045,Year B,45,Eighteenth Sunday after Pentecost
10/8/2045,Year B,46,Nineteenth Sunday after Pentecost
10/15/2045,Year B,47,Twentieth Sunday after Pentecost
10/22/2045,Year B,48,Twenty-first Sunday after Pentecost
10/29/2045,Year B,49,Twenty-second Sunday after Pentecost
11/5/2045,Year B,50,All Saints Day
11/12/2045,Year B,51,Twenty-fourth Sunday after Pentecost
11/19/2045,Year B,52,Twenty-fifth Sunday after Pentecost
11/26/2045,Year C,1,First Sunday of Advent
12/3/2045,Year C,2,Second Sunday of Advent
12/10/2045,Year C,3,Third Sunday of Advent
12/17/2045,Year C,4,Fourth Sunday of Advent
12/24/2045,Year C,5,Fifth Sunday of Advent
12/31/2045,Year C,6,New Years Eve
1/7/2046,Year C,7,Baptism of Our Lord
1/14/2046,Year C,8,Second Sunday after Epiphany
1/21/2046,Year C,9,Third Sunday after Epiphany
1/28/2046,Year C,10,Fourth Sunday after Epiphany
2/4/2046,Year C,11,Fifth Sunday after Epiphany
2/11/2046,Year C,12,First Sunday in Lent
2/18/2046,Year C,13,Second Sunday in Lent
2/25/2046,Year C,14,Third Sunday in Lent
3/4/2046,Year C,15,Fourth Sunday in Lent
3/11/2046,Year C,16,Fifth Sunday in Lent
3/18/2046,Year C,17,Sixth Sunday in Lent
3/25/2046,Year C,18,Resurrection of Our Lord
4/1/2046,Year C,19,Third Sunday of Easter
4/8/2046,Year C,20,Fourth Sunday of Easter
4/15/2046,Year C,21,Fifth Sunday of Easter
4/22/2046,Year C,22,Sixth Sunday of Easter
4/29/2046,Year C,23,Seventh Sunday of Easter
5/6/2046,Year C,24,Eighth Sunday of Easter
5/13/2046,Year C,25,Day of Pentecost
5/20/2046,Year C,26,The Holy Trinity
5/27/2046,Year C,27,Second Sunday after Pentecost
6/3/2046,Year C,28,Third Sunday after Pentecost
6/10/2046,Year C,29,Fourth Sunday after Pentecost
6/17/2046,Year C,30,Fifth Sunday after Pentecost
6/24/2046,Year C,31,Sixth Sunday after Pentecost
7/1/2046,Year C,32,Seventh Sunday after Pentecost
7/8/2046,Year C,33,Eighth Sunday after Pentecost
7/15/2046,Year C,34,Ninth Sunday after Pentecost
7/22/2046,Year C,35,Tenth Sunday after Pentecost
7/29/2046,Year C,36,Eleventh Sunday after Pentecost
8/5/2046,Year C,37,Twelfth Sunday after Pentecost
8/12/2046,Year C,38,Thirteenth Sunday after Pentecost
8/19/2046,Year C,39,Fourteenth Sunday after Pentecost
8/26/2046,Year C,40,Fifteenth Sunday after Pentecost
9/2/2046,Year C,41,Sixteenth Sunday after Pentecost
9/9/2046,Year C,42,Seventeenth Sunday after Pentecost
9/16/2046,Year C,43,Eighteenth Sunday after Pentecost
9/23/2046,Year C,44,Nineteenth Sunday after Pentecost
9/30/2046,Year C,45,Twentieth Sunday after Pentecost
10/7/2046,Year C,46,Twenty-first Sunday after Pentecost
10/14/2046,Year C,47,Twenty-second Sunday after Pentecost
10/21/2046,Year C,48,Twenty-third Sunday after Pentecost
10/28/2046,Year C,49,Twenty-fourth Sunday after Pentecost
11/4/2046,Year C,50,All Saints Day
11/11/2046,Year C,51,Twenty-sixth Sunday after Pentecost
11/18/2046,Year C,52,Twenty-seventh Sunday after Pentecost
11/25/2046,Year A,1,First Sunday of Advent
12/2/2046,Year A,2,Second Sunday of Advent
12/9/2046,Year A,3,Third Sunday of Advent
12/16/2046,Year A,4,Fourth Sunday of Advent
12/23/2046,Year A,5,Fifth Sunday of Advent
12/30/2046,Year A,6,First Sunday of Christmas
1/6/2047,Year A,7,Epiphany of Our Lord
1/13/2047,Year A,8,Baptism of Our Lord
1/20/2047,Year A,9,Second Sunday after Epiphany
1/27/2047,Year A,10,Third Sunday after Epiphany
2/3/2047,Year A,11,Fourth Sunday after Epiphany
2/10/2047,Year A,12,Fifth Sunday after Epiphany
2/17/2047,Year A,13,Sixth Sunday after Epiphany
2/24/2047,Year A,14,Seventh Sunday after Epiphany
3/3/2047,Year A,15,First Sunday in Lent
3/10/2047,Year A,16,Second Sunday in Lent
3/17/2047,Year A,17,Third Sunday in Lent
3/24/2047,Year A,18,Fourth Sunday in Lent
3/31/2047,Year A,19,Fifth Sunday in Lent
4/7/2047,Year A,20,Sixth Sunday in Lent
4/14/2047,Year A,21,Resurrection of Our Lord
4/21/2047,Year A,22,Third Sunday of Easter
4/28/2047,Year A,23,Fourth Sunday of Easter
5/5/2047,Year A,24,Fifth Sunday of Easter
5/12/2047,Year A,25,Sixth Sunday of Easter
5/19/2047,Year A,26,Seventh Sunday of Easter
5/26/2047,Year A,27,Eighth Sunday of Easter
6/2/2047,Year A,28,Day of Pentecost
6/9/2047,Year A,29,The Holy Trinity
6/16/2047,Year A,30,Second Sunday after Pentecost
6/23/2047,Year A,31,Third Sunday after Pentecost
6/30/2047,Year A,32,Fourth Sunday after Pentecost
7/7/2047,Year A,33,Fifth Sunday after Pentecost
7/14/2047,Year A,34,Sixth Sunday after Pentecost
7/21/2047,Year A,35,Seventh Sunday after Pentecost
7/28/2047,Year A,36,Eighth Sunday after Pentecost
8/4/2047,Year A,37,Ninth Sunday after Pentecost
8/11/2047,Year A,38,Tenth Sunday after Pentecost
8/18/2047,Year A,39,Eleventh Sunday after Pentecost
8/25/2047,Year A,40,Twelfth Sunday after Pentecost
9/1/2047,Year A,41,Thirteenth Sunday after Pentecost
9/8/2047,Year A,42,Fourteenth Sunday after Pentecost
9/15/2047,Year A,43,Fifteenth Sunday after Pentecost
9/22/2047,Year A,44,Sixteenth Sunday after Pentecost
9/29/2047,Year A,45,Seventeenth Sunday after Pentecost
10/6/2047,Year A,46,Eighteenth Sunday after Pentecost
10/13/2047,Year A,47,Nineteenth Sunday after Pentecost
10/20/2047,Year A,48,Twentieth Sunday after Pentecost
10/27/2047,Year A,49,Twenty-first Sunday after Pentecost
11/3/2047,Year A,50,All Saints Day
11/10/2047,Year A,51,Twenty-third Sunday after Pentecost
11/17/2047,Year A,52,Twenty-fourth Sunday after Pentecost
11/24/2047,Year B,1,First Sunday of Advent
12/1/2047,Year B,2,Second Sunday of Advent
12/8/2047,Year B,3,Third Sunday of Advent
12/15/2047,Year B,4,Fourth Sunday of Advent
12/22/2047,Year B,5,Fifth Sunday of Advent
12/29/2047,Year B,6,First Sunday of Christmas
1/5/2048,Year B,7,Second Sunday of Christmas
1/12/2048,Year B,8,Baptism of Our Lord
1/19/2048,Year B,9,Second Sunday after Epiphany
1/26/2048,Year B,10,Third Sunday after Epiphany
2/2/2048,Year B,11,Fourth Sunday after Epiphany
2/9/2048,Year B,12,Fifth Sunday after Epiphany
2/16/2048,Year B,13,Sixth Sunday after Epiphany
2/23/2048,Year B,14,First Sunday in Lent
3/1/2048,Year B,15,Second Sunday in Lent
3/8/2048,Year B,16,Third Sunday in Lent
3/15/2048,Year B,17,Fourth Sunday in Lent
3/22/2048,Year B,18,Fifth Sunday in Lent
3/29/2048,Year B,19,Sixth Sunday in Lent
4/5/2048,Year B,20,Resurrection of Our Lord
4/12/2048,Year B,21,Third Sunday of Easter
4/19/2048,Year B,22,Fourth Sunday of Easter
4/26/2048,Year B,23,Fifth Sunday of Easter
5/3/2048,Year B,24,Sixth Sunday of Easter
5/10/2048,Year B,25,Seventh Sunday of Easter
5/17/2048,Year B,26,Eighth Sunday of Easter
5/24/2048,Year B,27,Day of Pentecost
5/31/2048,Year B,28,The Holy Trinity
6/7/2048,Year B,29,Second Sunday after Pentecost
6/14/2048,Year B,30,Third Sunday after Pentecost
6/21/2048,Year B,31,Fourth Sunday after Pentecost
6/28/2048,Year B,32,Fifth Sunday after Pentecost
7/5/2048,Year B,33,Sixth Sunday after Pentecost
7/12/2048,Year B,34,Seventh Sunday after Pentecost
7/19/2048,Year B,35,Eighth Sunday after Pentecost
7/26/2048,Year B,36,Ninth Sunday after Pentecost
8/2/2048,Year B,37,Tenth Sunday after Pentecost
8/9/2048,Year B,38,Eleventh Sunday after Pentecost
8/16/2048,Year B,39,Twelfth Sunday after Pentecost
8/23/2048,Year B,40,Thirteenth Sunday after Pentecost
8/30/2048,Year B,41,Fourteenth Sunday after Pentecost
9/6/2048,Year B,42,Fifteenth Sunday after Pentecost
9/13/2048,Year B,43,Sixteenth Sunday after Pentecost
9/20/2048,Year B,44,Seventeenth Sunday after Pentecost
9/27/2048,Year B,45,Eighteenth Sunday after Pentecost
10/4/2048,Year B,46,Nineteenth Sunday after Pentecost
10/11/2048,Year B,47,Twentieth Sunday after Pentecost
10/18/2048,Year B,48,Twenty-first Sunday after Pentecost
10/25/2048,Year B,49,Twenty-second Sunday after Pentecost
11/1/2048,Year B,50,All Saints Day
11/8/2048,Year B,51,Twenty-fourth Sunday after Pentecost
11/15/2048,Year B,52,Twenty-fifth Sunday after Pentecost
11/22/2048,Year C,1,First Sunday of Advent
11/29/2048,Year C,2,Second Sunday of Advent
12/6/2048,Year C,3,Third Sunday of Advent
12/13/2048,Year C,4,Fourth Sunday of Advent
12/20/2048,Year C,5,Fifth Sunday of Advent
12/27/2048,Year C,6,First Sunday of Christmas
1/3/2049,Year C,7,Second Sunday of Christmas
1/10/2049,Year C,8,Baptism of Our Lord
1/17/2049,Year C,9,Second Sunday after Epiphany
1/24/2049,Year C,10,Third Sunday after Epiphany
1/31/2049,Year C,11,Fourth Sunday after Epiphany
2/7/2049,Year C,12,Fifth Sunday after Epiphany
2/14/2049,Year C,13,Sixth Sunday after Epiphany
2/21/2049,Year C,14,Seventh Sunday after Epiphany
2/28/2049,Year C,15,Eighth Sunday after Epiphany
3/7/2049,Year C,16,First Sunday in Lent
3/14/2049,Year C,17,Second Sunday in Lent
3/21/2049,Year C,18,Third Sunday in Lent
3/28/2049,Year C,19,Fourth Sunday in Lent
4/4/2049,Year C,20,Fifth Sunday in Lent
4/11/2049,Year C,21,Sixth Sunday in Lent
4/18/2049,Year C,22,Resurrection of Our Lord
4/25/2049,Year C,23,Third Sunday of Easter
5/2/2049,Year C,24,Fourth Sunday of Easter
5/9/2049,Year C,25,Fifth Sunday of Easter
5/16/2049,Year C,26,Sixth Sunday of Easter
5/23/2049,Year C,27,Seventh Sunday of Easter
5/30/2049,Year C,28,Eighth Sunday of Easter
6/6/2049,Year C,29,Day of Pentecost
6/13/2049,Year C,30,The Holy Trinity
6/20/2049,Year C,31,Second Sunday after Pentecost
6/27/2049,Year C,32,Third Sunday after Pentecost
7/4/2049,Year C,33,Fourth Sunday after Pentecost
7/11/2049,Year C,34,Fifth Sunday after Pentecost
7/18/2049,Year C,35,Sixth Sunday after Pentecost
7/25/2049,Year C,36,Seventh Sunday after Pentecost
8/1/2049,Year C,37,Eighth Sunday after Pentecost
8/8/2049,Year C,38,Ninth Sunday after Pentecost
8/15/2049,Year C,39,Tenth Sunday after Pentecost
8/22/2049,Year C,40,Eleventh Sunday after Pentecost
8/29/2049,Year C,41,Twelfth Sunday after Pentecost
9/5/2049,Year C,42,Thirteenth Sunday after Pentecost
9/12/2049,Year C,43,Fourteenth Sunday after Pentecost
9/19/2049,Year C,44,Fifteenth Sunday after Pentecost
9/26/2049,Year C,45,Sixteenth Sunday after Pentecost
10/3/2049,Year C,46,Seventeenth Sunday after Pentecost
10/10/2049,Year C,47,Eighteenth Sunday after Pentecost
10/17/2049,Year C,48,Nineteenth Sunday after Pentecost
10/24/2049,Year C,49,Twentieth Sunday after Pentecost
10/31/2049,Year C,50,Twenty-first Sunday after Pentecost
11/7/2049,Year C,51,All Saints Day
11/14/2049,Year C,52,Twenty-third Sunday after Pentecost
11/21/2049,Year A,1,First Sunday of Advent
11/28/2049,Year A,2,Second Sunday of Advent
12/5/2049,Year A,3,Third Sunday of Advent
12/12/2049,Year A,4,Fourth Sunday of Advent
12/19/2049,Year A,5,Fifth Sunday of Advent
12/26/2049,Year A,6,First Sunday of Christmas
1/2/2050,Year A,7,Second Sunday of Christmas
1/9/2050,Year A,8,Baptism of Our Lord
1/16/2050,Year A,9,Second Sunday after Epiphany
1/23/2050,Year A,10,Third Sunday after Epiphany
1/30/2050,Year A,11,Fourth Sunday after Epiphany
2/6/2050,Year A,12,Fifth Sunday after Epiphany
2/13/2050,Year A,13,Sixth Sunday after Epiphany
2/20/2050,Year A,14,Seventh Sunday after Epiphany
2/27/2050,Year A,15,First Sunday in Lent
3/6/2050,Year A,16,Second Sunday in Lent
3/13/2050,Year A,17,Third Sunday in Lent
3/20/2050,Year A,18,Fourth Sunday in Lent
3/27/2050,Year A,19,Fifth Sunday in Lent
4/3/2050,Year A,20,Sixth Sunday in Lent
4/10/2050,Year A,21,Resurrection of Our Lord
4/17/2050,Year A,22,Third Sunday of Easter
4/24/2050,Year A,23,Fourth Sunday of Easter
5/1/2050,Year A,24,Fifth Sunday of Easter
5/8/2050,Year A,25,Sixth Sunday of Easter
5/15/2050,Year A,26,Seventh Sunday of Easter
5/22/2050,Year A,27,Eighth Sunday of Easter
5/29/2050,Year A,28,Day of Pentecost
6/5/2050,Year A,29,The Holy Trinity
6/12/2050,Year A,30,Second Sunday after Pentecost
6/19/2050,Year A,31,Third Sunday after Pentecost
6/26/2050,Year A,32,Fourth Sunday after Pentecost
7/3/2050,Year A,33,Fifth Sunday after Pentecost
7/10/2050,Year A,34,Sixth Sunday after Pentecost
7/17/2050,Year A,35,Seventh Sunday after Pentecost
7/24/2050,Year A,36,Eighth Sunday after Pentecost
7/31/2050,Year A,37,Ninth Sunday after Pentecost
8/7/2050,Year A,38,Tenth Sunday after Pentecost
8/14/2050,Year A,39,Eleventh Sunday after Pentecost
8/21/2050,Year A,40,Twelfth Sunday after Pentecost
8/28/2050,Year A,41,Thirteenth Sunday after Pentecost
9/4/2050,Year A,42,Fourteenth Sunday after Pentecost
9/11/2050,Year A,43,Fifteenth Sunday after Pentecost
9/18/2050,Year A,44,Sixteenth Sunday after Pentecost
9/25/2050,Year A,45,Seventeenth Sunday after Pentecost
10/2/2050,Year A,46,Eighteenth Sunday after Pentecost
10/9/2050,Year A,47,Nineteenth Sunday after Pentecost
10/16/2050,Year A,48,Twentieth Sunday after Pentecost
10/23/2050,Year A,49,Twenty-first Sunday after Pentecost
10/30/2050,Year A,50,Twenty-second Sunday after Pentecost
11/6/2050,Year A,51,All Saints Day
11/13/2050,Year A,52,Twenty-fourth Sunday after Pentecost
11/20/2050,Year A,53,Twenty-fifth Sunday after Pentecost
11/27/2050,Year B,1,First Sunday of Advent
12/4/2050,Year B,2,Second Sunday of Advent
12/11/2050,Year B,3,Third Sunday of Advent
12/18/2050,Year B,4,Fourth Sunday of Advent
12/25/2050,Year B,5,Christmas Day
1/1/2051,Year B,6,First Sunday of Christmas
1/8/2051,Year B,7,Baptism of Our Lord
1/15/2051,Year B,8,Second Sunday after Epiphany
1/22/2051,Year B,9,Third Sunday after Epiphany
1/29/2051,Year B,10,Fourth Sunday after Epiphany
2/5/2051,Year B,11,Fifth Sunday after Epiphany
2/12/2051,Year B,12,Sixth Sunday after Epiphany
2/19/2051,Year B,13,First Sunday in Lent
2/26/2051,Year B,14,Second Sunday in Lent
3/5/2051,Year B,15,Third Sunday in Lent
3/12/2051,Year B,16,Fourth Sunday in Lent
3/19/2051,Year B,17,Fifth Sunday in Lent
3/26/2051,Year B,18,Sixth Sunday in Lent
4/2/2051,Year B,19,Resurrection of Our Lord
4/9/2051,Year B,20,Third Sunday of Easter
4/16/2051,Year B,21,Fourth Sunday of Easter
4/23/2051,Year B,22,Fifth Sunday of Easter
4/30/2051,Year B,23,Sixth Sunday of Easter
5/7/2051,Year B,24,Seventh Sunday of Easter
5/14/2051,Year B,25,Eighth Sunday of Easter
5/21/2051,Year B,26,Day of Pentecost
5/28/2051,Year B,27,The Holy Trinity
6/4/2051,Year B,28,Second Sunday after Pentecost
6/11/2051,Year B,29,Third Sunday after Pentecost
6/18/2051,Year B,30,Fourth Sunday after Pentecost
6/25/2051,Year B,31,Fifth Sunday after Pentecost
7/2/2051,Year B,32,Sixth Sunday after Pentecost
7/9/2051,Year B,33,Seventh Sunday after Pentecost
7/16/2051,Year B,34,Eighth Sunday after Pentecost
7/23/2051,Year B,35,Ninth Sunday after Pentecost
7/30/2051,Year B,36,Tenth Sunday after Pentecost
8/6/2051,Year B,37,Eleventh Sunday after Pentecost
8/13/2051,Year B,38,Twelfth Sunday after Pentecost
8/20/2051,Year B,39,Thirteenth Sunday after Pentecost
8/27/2051,Year B,40,Fourteenth Sunday after Pentecost
9/3/2051,Year B,41,Fifteenth Sunday after Pentecost
9/10/2051,Year B,42,Sixteenth Sunday after Pentecost
9/17/2051,Year B,43,Seventeenth Sunday after Pentecost
9/24/2051,Year B,44,Eighteenth Sunday after Pentecost
10/1/2051,Year B,45,Nineteenth Sunday after Pentecost
10/8/2051,Year B,46,Twentieth Sunday after Pentecost
10/15/2051,Year B,47,Twenty-first Sunday after Pentecost
10/22/2051,Year B,48,Twenty-second Sunday after Pentecost
10/29/2051,Year B,49,Twenty-third Sunday after Pentecost
11/5/2051,Year B,50,All Saints Day
11/12/2051,Year B,51,Twenty-fifth Sunday after Pentecost
11/19/2051,Year B,52,Twenty-sixth Sunday after Pentecost
11/26/2051,Year B,53,First Sunday of Advent
